student_id,campus,class_year,course_name,training_format,pre_test_score,post_test_score,completion_status,completion_time_days,satisfaction_score,assessment_attempts,training_hours,enrollment_date,completion_date
60197,Meridian Main Campus,M3,Empathic Communication Quick Course,Gamified Microlearning,56.0,63.1,Completed,5,4.3,2,1.6,2025-09-02,2025-09-07
60197,Meridian Main Campus,M3,Understanding Implicit Bias in Clinical Decision-Making,Digital Workbook,47.1,48.0,Completed,12,3.3,3,3.2,2025-10-16,2025-10-28
60197,Meridian Main Campus,M3,Intro to Cognitive Behavioral Therapy for Primary Care,Teacher-Led Virtual,61.2,,Dropped,,2.2,2,0.6,2025-09-10,
60198,Lakeside Medical Center,M4,Psychiatric Interviewing & Mental Status Examination,Digital Workbook,54.9,71.0,Completed,22,3.3,2,7.1,2025-03-28,2025-04-19
60198,Lakeside Medical Center,M4,"Recognizing Depression, Anxiety & Suicide Risk",Digital Workbook,57.6,67.1,Completed,12,3.2,3,5.4,2025-06-06,2025-06-18
60198,Lakeside Medical Center,M4,Trauma-Informed Care & Communication,Digital Workbook,68.6,72.5,Completed,15,3.7,2,4.1,2025-08-12,2025-08-27
60198,Lakeside Medical Center,M4,De-escalation Micro-Skills for Acute Distress,Gamified Microlearning,63.7,83.0,Completed,3,3.8,1,1.3,2025-05-03,2025-05-06
60198,Lakeside Medical Center,M4,Empathic Communication Quick Course,Gamified Microlearning,62.9,81.2,Completed,1,4.1,1,1.5,2025-01-06,2025-01-07
60198,Lakeside Medical Center,M4,Motivational Interviewing Workshop,Blended,69.0,92.1,Completed,8,4.3,2,2.4,2025-02-19,2025-02-27
60198,Lakeside Medical Center,M4,Physician Wellness & Burnout Prevention,Teacher-Led Virtual,61.6,71.8,Completed,6,4.1,2,3.7,2025-03-13,2025-03-19
60199,University Health Partners,M3,Psychiatric Interviewing & Mental Status Examination,Digital Workbook,57.5,,Not Started,,,0,0.0,2025-07-19,
60199,University Health Partners,M3,"Recognizing Depression, Anxiety & Suicide Risk",Digital Workbook,57.9,60.8,Completed,15,3.1,2,6.8,2025-10-07,2025-10-22
60199,University Health Partners,M3,Trauma-Informed Care & Communication,Digital Workbook,58.2,,Not Started,,,0,0.0,2025-04-05,
60199,University Health Partners,M3,De-escalation Micro-Skills for Acute Distress,Gamified Microlearning,51.1,76.1,Completed,3,4.7,1,1.0,2025-08-31,2025-09-03
60199,University Health Partners,M3,Empathic Communication Quick Course,Gamified Microlearning,54.3,69.1,Completed,4,4.7,1,1.7,2025-04-18,2025-04-22
60199,University Health Partners,M3,Motivational Interviewing Workshop,Blended,57.3,76.4,Completed,10,4.6,1,2.4,2025-11-10,2025-11-20
60200,University Health Partners,M3,Psychiatric Interviewing & Mental Status Examination,Digital Workbook,41.6,,In Progress,,2.7,2,2.5,2025-10-28,
60200,University Health Partners,M3,"Recognizing Depression, Anxiety & Suicide Risk",Digital Workbook,32.6,,Not Started,,,0,0.0,2025-03-20,
60200,University Health Partners,M3,Trauma-Informed Care & Communication,Digital Workbook,37.6,41.8,Completed,8,2.8,3,5.2,2025-05-06,2025-05-14
60200,University Health Partners,M3,De-escalation Micro-Skills for Acute Distress,Gamified Microlearning,55.2,65.8,Completed,3,3.9,2,1.3,2025-08-18,2025-08-21
60200,University Health Partners,M3,Empathic Communication Quick Course,Gamified Microlearning,58.7,69.4,Completed,4,4.0,2,1.4,2025-10-18,2025-10-22
60200,University Health Partners,M3,Motivational Interviewing Workshop,Blended,34.0,50.6,Completed,9,4.1,1,2.6,2025-06-06,2025-06-15
60201,Riverside Teaching Hospital,M1,Psychiatric Interviewing & Mental Status Examination,Digital Workbook,63.4,,Not Started,,,0,0.0,2025-07-27,
60201,Riverside Teaching Hospital,M1,"Recognizing Depression, Anxiety & Suicide Risk",Digital Workbook,60.2,75.0,Completed,18,3.4,2,6.7,2025-03-09,2025-03-27
60201,Riverside Teaching Hospital,M1,Trauma-Informed Care & Communication,Digital Workbook,79.1,91.3,Completed,10,3.0,1,4.3,2025-10-20,2025-10-30
60201,Riverside Teaching Hospital,M1,De-escalation Micro-Skills for Acute Distress,Gamified Microlearning,68.2,91.8,Completed,5,4.3,1,0.9,2025-07-08,2025-07-13
60201,Riverside Teaching Hospital,M1,Empathic Communication Quick Course,Gamified Microlearning,65.3,87.6,Completed,4,4.0,2,1.8,2025-09-07,2025-09-11
60201,Riverside Teaching Hospital,M1,Intro to Cognitive Behavioral Therapy for Primary Care,Teacher-Led Virtual,52.7,79.4,Completed,12,4.1,2,3.5,2025-04-21,2025-05-03
60201,Riverside Teaching Hospital,M1,Peer Mentorship & Clinical Team Communication,Blended,67.8,95.0,Completed,24,4.3,1,6.7,2025-01-31,2025-02-24
60202,Community Health Institute,M1,Psychiatric Interviewing & Mental Status Examination,Digital Workbook,70.2,,Dropped,,1.9,1,0.3,2025-03-08,
60202,Community Health Institute,M1,"Recognizing Depression, Anxiety & Suicide Risk",Digital Workbook,64.6,73.2,Completed,11,3.3,2,4.8,2025-04-19,2025-04-30
60202,Community Health Institute,M1,Trauma-Informed Care & Communication,Digital Workbook,73.4,87.7,Completed,21,2.8,2,4.4,2025-06-25,2025-07-16
60202,Community Health Institute,M1,De-escalation Micro-Skills for Acute Distress,Gamified Microlearning,88.0,100.0,Completed,1,4.8,2,1.2,2025-05-25,2025-05-26
60202,Community Health Institute,M1,Empathic Communication Quick Course,Gamified Microlearning,55.1,66.8,Completed,4,4.8,3,1.5,2025-03-03,2025-03-07
60202,Community Health Institute,M1,Understanding Implicit Bias in Clinical Decision-Making,Digital Workbook,45.8,61.5,Completed,6,3.2,1,2.6,2025-05-28,2025-06-03
60202,Community Health Institute,M1,Intro to Cognitive Behavioral Therapy for Primary Care,Teacher-Led Virtual,72.2,91.1,Completed,11,4.0,1,3.5,2025-08-30,2025-09-10
60203,Lakeside Medical Center,M2,Psychiatric Interviewing & Mental Status Examination,Digital Workbook,41.1,59.7,Completed,27,3.2,1,5.8,2025-08-23,2025-09-19
60203,Lakeside Medical Center,M2,"Recognizing Depression, Anxiety & Suicide Risk",Digital Workbook,68.0,81.1,Completed,18,3.2,2,6.2,2025-02-15,2025-03-05
60203,Lakeside Medical Center,M2,Trauma-Informed Care & Communication,Digital Workbook,44.4,,In Progress,,3.3,1,2.1,2025-04-23,
60203,Lakeside Medical Center,M2,De-escalation Micro-Skills for Acute Distress,Gamified Microlearning,56.4,79.9,Completed,2,4.0,2,1.0,2025-11-09,2025-11-11
60203,Lakeside Medical Center,M2,Empathic Communication Quick Course,Gamified Microlearning,58.1,72.5,Completed,6,4.3,1,1.3,2025-03-23,2025-03-29
60203,Lakeside Medical Center,M2,Motivational Interviewing Workshop,Blended,60.1,74.2,Completed,5,4.4,2,2.7,2025-07-07,2025-07-12
60204,University Health Partners,M1,Psychiatric Interviewing & Mental Status Examination,Digital Workbook,67.8,,In Progress,,3.2,1,2.1,2025-08-20,
60204,University Health Partners,M1,"Recognizing Depression, Anxiety & Suicide Risk",Digital Workbook,53.8,,In Progress,,2.5,2,2.7,2025-02-05,
60204,University Health Partners,M1,Trauma-Informed Care & Communication,Digital Workbook,66.3,77.0,Completed,14,3.2,1,4.6,2025-09-01,2025-09-15
60204,University Health Partners,M1,De-escalation Micro-Skills for Acute Distress,Gamified Microlearning,63.0,77.7,Completed,2,4.6,1,0.9,2025-09-26,2025-09-28
60204,University Health Partners,M1,Empathic Communication Quick Course,Gamified Microlearning,56.8,87.0,Completed,7,4.6,2,1.7,2025-03-08,2025-03-15
60204,University Health Partners,M1,Motivational Interviewing Workshop,Blended,53.5,73.7,Completed,6,4.1,2,2.6,2025-05-10,2025-05-16
60204,University Health Partners,M1,Understanding Implicit Bias in Clinical Decision-Making,Digital Workbook,55.3,70.8,Completed,8,3.7,2,3.8,2025-09-16,2025-09-24
60205,Community Health Institute,M1,Psychiatric Interviewing & Mental Status Examination,Digital Workbook,56.3,61.2,Completed,20,4.2,3,6.9,2025-05-17,2025-06-06
60205,Community Health Institute,M1,"Recognizing Depression, Anxiety & Suicide Risk",Digital Workbook,58.0,55.4,Completed,21,2.8,2,4.7,2025-07-15,2025-08-05
60205,Community Health Institute,M1,Trauma-Informed Care & Communication,Digital Workbook,67.8,,Not Started,,,0,0.0,2025-06-10,
60205,Community Health Institute,M1,De-escalation Micro-Skills for Acute Distress,Gamified Microlearning,72.1,100.0,Completed,3,5.0,2,1.0,2025-07-31,2025-08-03
60205,Community Health Institute,M1,Empathic Communication Quick Course,Gamified Microlearning,67.1,86.6,Completed,3,4.3,2,1.5,2025-09-04,2025-09-07
60205,Community Health Institute,M1,Peer Mentorship & Clinical Team Communication,Blended,50.7,63.3,Completed,20,4.0,1,5.7,2025-11-10,2025-11-30
60205,Community Health Institute,M1,Intro to Cognitive Behavioral Therapy for Primary Care,Teacher-Led Virtual,75.3,96.7,Completed,11,4.2,2,3.1,2025-05-26,2025-06-06
60205,Community Health Institute,M1,Understanding Implicit Bias in Clinical Decision-Making,Digital Workbook,64.7,77.6,Completed,8,3.3,2,2.7,2025-10-31,2025-11-08
60206,Meridian Main Campus,M4,Psychiatric Interviewing & Mental Status Examination,Digital Workbook,52.0,55.4,Completed,9,2.9,3,5.4,2025-04-03,2025-04-12
60206,Meridian Main Campus,M4,"Recognizing Depression, Anxiety & Suicide Risk",Digital Workbook,50.6,60.6,Completed,13,3.8,2,5.7,2025-08-12,2025-08-25
60206,Meridian Main Campus,M4,Trauma-Informed Care & Communication,Digital Workbook,42.0,44.4,Completed,5,3.5,1,4.5,2025-02-11,2025-02-16
60206,Meridian Main Campus,M4,De-escalation Micro-Skills for Acute Distress,Gamified Microlearning,33.4,44.7,Completed,1,5.0,2,1.3,2025-09-25,2025-09-26
60206,Meridian Main Campus,M4,Empathic Communication Quick Course,Gamified Microlearning,59.2,75.4,Completed,5,5.0,2,1.9,2025-10-23,2025-10-28
60206,Meridian Main Campus,M4,Understanding Implicit Bias in Clinical Decision-Making,Digital Workbook,69.2,84.8,Completed,7,3.7,1,2.9,2025-09-28,2025-10-05
60206,Meridian Main Campus,M4,Peer Mentorship & Clinical Team Communication,Blended,52.1,,Not Started,,,0,0.0,2025-02-23,
60206,Meridian Main Campus,M4,Motivational Interviewing Workshop,Blended,44.5,63.2,Completed,7,4.0,1,2.2,2025-07-13,2025-07-20
60207,Meridian Main Campus,M4,Psychiatric Interviewing & Mental Status Examination,Digital Workbook,70.6,,In Progress,,2.9,3,4.1,2025-09-09,
60207,Meridian Main Campus,M4,"Recognizing Depression, Anxiety & Suicide Risk",Digital Workbook,84.5,,In Progress,,2.1,1,2.9,2025-01-09,
60207,Meridian Main Campus,M4,Trauma-Informed Care & Communication,Digital Workbook,72.2,,Not Started,,,0,0.0,2025-04-03,
60207,Meridian Main Campus,M4,De-escalation Micro-Skills for Acute Distress,Gamified Microlearning,81.2,100.0,Completed,1,4.7,1,1.0,2025-02-01,2025-02-02
60207,Meridian Main Campus,M4,Empathic Communication Quick Course,Gamified Microlearning,64.9,90.5,Completed,7,4.7,1,1.6,2025-04-03,2025-04-10
60207,Meridian Main Campus,M4,Intro to Cognitive Behavioral Therapy for Primary Care,Teacher-Led Virtual,61.8,,In Progress,,3.1,3,1.7,2025-05-14,
60207,Meridian Main Campus,M4,Motivational Interviewing Workshop,Blended,61.0,89.8,Completed,8,4.1,2,3.1,2025-07-14,2025-07-22
60207,Meridian Main Campus,M4,Peer Mentorship & Clinical Team Communication,Blended,70.9,85.3,Completed,13,5.0,2,6.0,2025-04-13,2025-04-26
60208,Riverside Teaching Hospital,M2,Psychiatric Interviewing & Mental Status Examination,Digital Workbook,66.1,68.8,Completed,7,3.0,1,6.7,2025-08-13,2025-08-20
60208,Riverside Teaching Hospital,M2,"Recognizing Depression, Anxiety & Suicide Risk",Digital Workbook,60.0,70.5,Completed,17,2.8,1,6.9,2025-01-27,2025-02-13
60208,Riverside Teaching Hospital,M2,Trauma-Informed Care & Communication,Digital Workbook,66.0,,Dropped,,1.1,1,0.4,2025-06-20,
60208,Riverside Teaching Hospital,M2,De-escalation Micro-Skills for Acute Distress,Gamified Microlearning,49.0,75.1,Completed,1,4.5,1,1.2,2025-07-30,2025-07-31
60208,Riverside Teaching Hospital,M2,Empathic Communication Quick Course,Gamified Microlearning,66.3,85.4,Completed,4,5.0,1,1.8,2025-01-09,2025-01-13
60208,Riverside Teaching Hospital,M2,Understanding Implicit Bias in Clinical Decision-Making,Digital Workbook,58.7,85.8,Completed,16,3.6,1,3.3,2025-08-04,2025-08-20
60208,Riverside Teaching Hospital,M2,Motivational Interviewing Workshop,Blended,76.2,87.1,Completed,4,4.5,1,2.8,2025-03-20,2025-03-24
60209,Community Health Institute,M4,Psychiatric Interviewing & Mental Status Examination,Digital Workbook,79.5,,Not Started,,,0,0.0,2025-09-11,
60209,Community Health Institute,M4,"Recognizing Depression, Anxiety & Suicide Risk",Digital Workbook,63.0,70.0,Completed,12,3.3,2,4.9,2025-11-17,2025-11-29
60209,Community Health Institute,M4,Trauma-Informed Care & Communication,Digital Workbook,56.8,60.1,Completed,13,3.9,1,4.4,2025-10-25,2025-11-07
60209,Community Health Institute,M4,De-escalation Micro-Skills for Acute Distress,Gamified Microlearning,41.0,55.0,Completed,5,4.5,2,1.0,2025-11-19,2025-11-24
60209,Community Health Institute,M4,Empathic Communication Quick Course,Gamified Microlearning,59.7,65.9,Completed,3,4.1,2,1.6,2025-07-08,2025-07-11
60209,Community Health Institute,M4,Peer Mentorship & Clinical Team Communication,Blended,54.7,75.4,Completed,23,3.9,1,7.1,2025-10-02,2025-10-25
60209,Community Health Institute,M4,Understanding Implicit Bias in Clinical Decision-Making,Digital Workbook,49.6,59.6,Completed,12,3.1,1,3.5,2025-08-11,2025-08-23
60209,Community Health Institute,M4,Physician Wellness & Burnout Prevention,Teacher-Led Virtual,62.5,,Dropped,,2.7,2,0.5,2025-01-28,
60210,Meridian Main Campus,M3,Psychiatric Interviewing & Mental Status Examination,Digital Workbook,35.2,,In Progress,,3.0,3,3.5,2025-06-27,
60210,Meridian Main Campus,M3,"Recognizing Depression, Anxiety & Suicide Risk",Digital Workbook,47.2,54.8,Completed,28,2.7,1,4.9,2025-09-01,2025-09-29
60210,Meridian Main Campus,M3,Trauma-Informed Care & Communication,Digital Workbook,68.2,85.1,Completed,11,3.7,1,5.6,2025-03-25,2025-04-05
60210,Meridian Main Campus,M3,De-escalation Micro-Skills for Acute Distress,Gamified Microlearning,59.0,73.1,Completed,2,3.8,2,1.2,2025-03-24,2025-03-26
60210,Meridian Main Campus,M3,Empathic Communication Quick Course,Gamified Microlearning,52.8,,Dropped,,2.5,1,0.4,2025-04-06,
60210,Meridian Main Campus,M3,Motivational Interviewing Workshop,Blended,38.5,56.9,Completed,7,3.8,2,2.8,2025-08-23,2025-08-30
60210,Meridian Main Campus,M3,Peer Mentorship & Clinical Team Communication,Blended,49.2,70.5,Completed,12,4.4,3,6.4,2025-05-26,2025-06-07
60211,Meridian Main Campus,M1,Psychiatric Interviewing & Mental Status Examination,Digital Workbook,44.9,,Dropped,,1.7,2,2.3,2025-10-10,
60211,Meridian Main Campus,M1,"Recognizing Depression, Anxiety & Suicide Risk",Digital Workbook,33.1,35.2,Completed,17,3.2,2,6.3,2025-07-11,2025-07-28
60211,Meridian Main Campus,M1,Trauma-Informed Care & Communication,Digital Workbook,80.7,,Dropped,,1.3,1,1.6,2025-02-26,
60211,Meridian Main Campus,M1,De-escalation Micro-Skills for Acute Distress,Gamified Microlearning,55.0,70.2,Completed,4,4.2,1,1.2,2025-02-09,2025-02-13
60211,Meridian Main Campus,M1,Empathic Communication Quick Course,Gamified Microlearning,52.8,64.0,Completed,5,4.5,1,1.9,2025-03-13,2025-03-18
60211,Meridian Main Campus,M1,Understanding Implicit Bias in Clinical Decision-Making,Digital Workbook,51.9,65.4,Completed,11,4.1,2,2.9,2025-10-10,2025-10-21
60212,Meridian Main Campus,M2,Psychiatric Interviewing & Mental Status Examination,Digital Workbook,59.1,,In Progress,,3.4,2,2.0,2025-04-26,
60212,Meridian Main Campus,M2,"Recognizing Depression, Anxiety & Suicide Risk",Digital Workbook,55.8,,Not Started,,,0,0.0,2025-07-04,
60212,Meridian Main Campus,M2,Trauma-Informed Care & Communication,Digital Workbook,32.4,,In Progress,,2.9,2,2.8,2025-01-15,
60212,Meridian Main Campus,M2,De-escalation Micro-Skills for Acute Distress,Gamified Microlearning,40.8,53.0,Completed,5,4.3,2,1.2,2025-01-20,2025-01-25
60212,Meridian Main Campus,M2,Empathic Communication Quick Course,Gamified Microlearning,48.0,57.4,Completed,7,5.0,2,1.4,2025-04-18,2025-04-25
60212,Meridian Main Campus,M2,Peer Mentorship & Clinical Team Communication,Blended,45.8,,In Progress,,3.9,2,2.6,2025-03-13,
60213,University Health Partners,M2,Psychiatric Interviewing & Mental Status Examination,Digital Workbook,59.8,,Dropped,,1.3,3,1.9,2025-07-12,
60213,University Health Partners,M2,"Recognizing Depression, Anxiety & Suicide Risk",Digital Workbook,49.2,,Dropped,,2.2,2,0.4,2025-10-13,
60213,University Health Partners,M2,Trauma-Informed Care & Communication,Digital Workbook,59.4,68.4,Completed,13,3.3,1,4.7,2025-07-07,2025-07-20
60213,University Health Partners,M2,De-escalation Micro-Skills for Acute Distress,Gamified Microlearning,46.7,66.0,Completed,4,4.4,1,0.9,2025-02-25,2025-03-01
60213,University Health Partners,M2,Empathic Communication Quick Course,Gamified Microlearning,54.6,64.6,Completed,2,4.5,1,1.4,2025-06-07,2025-06-09
60213,University Health Partners,M2,Understanding Implicit Bias in Clinical Decision-Making,Digital Workbook,47.2,62.4,Completed,7,3.8,1,2.7,2025-09-25,2025-10-02
60213,University Health Partners,M2,Intro to Cognitive Behavioral Therapy for Primary Care,Teacher-Led Virtual,48.6,62.7,Completed,9,4.1,2,3.6,2025-02-10,2025-02-19
60214,Lakeside Medical Center,M3,Psychiatric Interviewing & Mental Status Examination,Digital Workbook,52.1,,In Progress,,3.0,2,1.8,2025-02-01,
60214,Lakeside Medical Center,M3,"Recognizing Depression, Anxiety & Suicide Risk",Digital Workbook,50.5,54.8,Completed,16,3.6,1,6.9,2025-04-19,2025-05-05
60214,Lakeside Medical Center,M3,Trauma-Informed Care & Communication,Digital Workbook,54.4,60.4,Completed,6,3.9,1,4.6,2025-07-01,2025-07-07
60214,Lakeside Medical Center,M3,De-escalation Micro-Skills for Acute Distress,Gamified Microlearning,41.6,55.4,Completed,2,5.0,1,1.1,2025-08-05,2025-08-07
60214,Lakeside Medical Center,M3,Empathic Communication Quick Course,Gamified Microlearning,81.5,100.0,Completed,4,4.9,1,1.4,2025-11-01,2025-11-05
60214,Lakeside Medical Center,M3,Physician Wellness & Burnout Prevention,Teacher-Led Virtual,57.9,80.8,Completed,10,3.8,1,5.2,2025-08-17,2025-08-27
60215,Lakeside Medical Center,M3,Psychiatric Interviewing & Mental Status Examination,Digital Workbook,56.4,56.1,Completed,18,3.1,2,5.1,2025-11-12,2025-11-30
60215,Lakeside Medical Center,M3,"Recognizing Depression, Anxiety & Suicide Risk",Digital Workbook,46.6,49.7,Completed,17,3.1,1,4.8,2025-07-17,2025-08-03
60215,Lakeside Medical Center,M3,Trauma-Informed Care & Communication,Digital Workbook,49.6,46.5,Completed,15,3.4,1,4.7,2025-09-23,2025-10-08
60215,Lakeside Medical Center,M3,De-escalation Micro-Skills for Acute Distress,Gamified Microlearning,35.8,54.8,Completed,1,4.9,2,1.1,2025-08-21,2025-08-22
60215,Lakeside Medical Center,M3,Empathic Communication Quick Course,Gamified Microlearning,48.6,68.3,Completed,5,5.0,1,1.9,2025-06-25,2025-06-30
60215,Lakeside Medical Center,M3,Understanding Implicit Bias in Clinical Decision-Making,Digital Workbook,58.1,,Dropped,,2.2,1,0.2,2025-11-06,
60216,Community Health Institute,M1,Psychiatric Interviewing & Mental Status Examination,Digital Workbook,53.2,60.1,Completed,20,3.2,2,7.3,2025-07-28,2025-08-17
60216,Community Health Institute,M1,"Recognizing Depression, Anxiety & Suicide Risk",Digital Workbook,42.6,44.5,Completed,11,3.0,3,5.8,2025-06-15,2025-06-26
60216,Community Health Institute,M1,Trauma-Informed Care & Communication,Digital Workbook,63.2,61.1,Completed,12,3.7,2,4.6,2025-02-05,2025-02-17
60216,Community Health Institute,M1,De-escalation Micro-Skills for Acute Distress,Gamified Microlearning,45.6,63.8,Completed,4,5.0,1,1.2,2025-06-02,2025-06-06
60216,Community Health Institute,M1,Empathic Communication Quick Course,Gamified Microlearning,71.2,88.4,Completed,2,4.3,1,1.4,2025-10-22,2025-10-24
60216,Community Health Institute,M1,Physician Wellness & Burnout Prevention,Teacher-Led Virtual,44.3,54.3,Completed,12,4.1,1,4.3,2025-08-09,2025-08-21
60217,University Health Partners,M1,Psychiatric Interviewing & Mental Status Examination,Digital Workbook,35.2,,Not Started,,,0,0.0,2025-10-02,
60217,University Health Partners,M1,"Recognizing Depression, Anxiety & Suicide Risk",Digital Workbook,43.6,56.1,Completed,15,3.2,1,6.1,2025-02-17,2025-03-04
60217,University Health Partners,M1,Trauma-Informed Care & Communication,Digital Workbook,43.7,53.2,Completed,13,3.2,1,5.2,2025-03-10,2025-03-23
60217,University Health Partners,M1,De-escalation Micro-Skills for Acute Distress,Gamified Microlearning,62.7,80.4,Completed,3,4.3,1,0.9,2025-04-09,2025-04-12
60217,University Health Partners,M1,Empathic Communication Quick Course,Gamified Microlearning,47.6,57.4,Completed,4,3.8,2,1.4,2025-05-13,2025-05-17
60217,University Health Partners,M1,Intro to Cognitive Behavioral Therapy for Primary Care,Teacher-Led Virtual,47.0,65.8,Completed,15,4.0,1,2.6,2025-05-12,2025-05-27
60217,University Health Partners,M1,Motivational Interviewing Workshop,Blended,64.1,77.3,Completed,12,4.6,2,3.0,2025-02-27,2025-03-11
60218,University Health Partners,M1,Psychiatric Interviewing & Mental Status Examination,Digital Workbook,61.4,,In Progress,,3.3,1,2.2,2025-03-30,
60218,University Health Partners,M1,"Recognizing Depression, Anxiety & Suicide Risk",Digital Workbook,63.2,66.3,Completed,7,4.0,1,4.8,2025-07-20,2025-07-27
60218,University Health Partners,M1,Trauma-Informed Care & Communication,Digital Workbook,61.9,64.2,Completed,14,2.9,1,5.3,2025-05-01,2025-05-15
60218,University Health Partners,M1,De-escalation Micro-Skills for Acute Distress,Gamified Microlearning,55.5,67.7,Completed,5,4.8,2,1.0,2025-03-11,2025-03-16
60218,University Health Partners,M1,Empathic Communication Quick Course,Gamified Microlearning,46.1,73.3,Completed,6,5.0,1,1.4,2025-07-26,2025-08-01
60218,University Health Partners,M1,Physician Wellness & Burnout Prevention,Teacher-Led Virtual,60.6,82.8,Completed,6,4.4,2,4.5,2025-01-31,2025-02-06
60219,University Health Partners,M1,Psychiatric Interviewing & Mental Status Examination,Digital Workbook,61.4,77.0,Completed,16,3.9,2,7.4,2025-08-21,2025-09-06
60219,University Health Partners,M1,"Recognizing Depression, Anxiety & Suicide Risk",Digital Workbook,69.4,87.9,Completed,14,3.5,1,5.4,2025-07-21,2025-08-04
60219,University Health Partners,M1,Trauma-Informed Care & Communication,Digital Workbook,64.7,74.5,Completed,14,3.5,2,4.7,2025-10-12,2025-10-26
60219,University Health Partners,M1,De-escalation Micro-Skills for Acute Distress,Gamified Microlearning,67.3,93.8,Completed,3,4.5,1,0.9,2025-06-25,2025-06-28
60219,University Health Partners,M1,Empathic Communication Quick Course,Gamified Microlearning,59.7,81.0,Completed,6,4.0,1,1.9,2025-08-17,2025-08-23
60219,University Health Partners,M1,Peer Mentorship & Clinical Team Communication,Blended,68.8,89.2,Completed,11,4.2,1,7.4,2025-07-14,2025-07-25
60219,University Health Partners,M1,Intro to Cognitive Behavioral Therapy for Primary Care,Teacher-Led Virtual,48.6,65.4,Completed,8,4.2,2,3.4,2025-01-22,2025-01-30
60220,Lakeside Medical Center,M3,Psychiatric Interviewing & Mental Status Examination,Digital Workbook,55.4,,Dropped,,1.5,1,1.5,2025-03-23,
60220,Lakeside Medical Center,M3,"Recognizing Depression, Anxiety & Suicide Risk",Digital Workbook,61.9,64.3,Completed,24,3.5,2,4.8,2025-08-01,2025-08-25
60220,Lakeside Medical Center,M3,Trauma-Informed Care & Communication,Digital Workbook,61.3,53.6,Completed,9,3.1,2,4.0,2025-09-10,2025-09-19
60220,Lakeside Medical Center,M3,De-escalation Micro-Skills for Acute Distress,Gamified Microlearning,47.3,54.7,Completed,3,4.5,1,1.1,2025-01-10,2025-01-13
60220,Lakeside Medical Center,M3,Empathic Communication Quick Course,Gamified Microlearning,30.2,41.5,Completed,1,4.2,2,1.8,2025-07-13,2025-07-14
60220,Lakeside Medical Center,M3,Physician Wellness & Burnout Prevention,Teacher-Led Virtual,42.1,48.1,Completed,13,3.9,2,4.6,2025-03-07,2025-03-20
60220,Lakeside Medical Center,M3,Understanding Implicit Bias in Clinical Decision-Making,Digital Workbook,48.1,48.8,Completed,8,3.8,2,3.8,2025-08-26,2025-09-03
60221,University Health Partners,M1,Psychiatric Interviewing & Mental Status Examination,Digital Workbook,77.1,93.4,Completed,12,2.9,2,7.8,2025-11-07,2025-11-19
60221,University Health Partners,M1,"Recognizing Depression, Anxiety & Suicide Risk",Digital Workbook,79.4,,Not Started,,,0,0.0,2025-04-04,
60221,University Health Partners,M1,Trauma-Informed Care & Communication,Digital Workbook,89.6,97.4,Completed,23,2.7,1,4.8,2025-10-28,2025-11-20
60221,University Health Partners,M1,De-escalation Micro-Skills for Acute Distress,Gamified Microlearning,87.0,100.0,Completed,1,4.2,1,1.0,2025-07-15,2025-07-16
60221,University Health Partners,M1,Empathic Communication Quick Course,Gamified Microlearning,77.2,100.0,Completed,5,4.3,1,1.4,2025-07-29,2025-08-03
60221,University Health Partners,M1,Intro to Cognitive Behavioral Therapy for Primary Care,Teacher-Led Virtual,93.0,100.0,Completed,6,4.3,2,3.1,2025-06-06,2025-06-12
60221,University Health Partners,M1,Peer Mentorship & Clinical Team Communication,Blended,78.9,100.0,Completed,14,4.3,2,5.4,2025-05-16,2025-05-30
60222,University Health Partners,M1,Psychiatric Interviewing & Mental Status Examination,Digital Workbook,20.0,21.0,Completed,9,3.7,2,6.3,2025-01-28,2025-02-06
60222,University Health Partners,M1,"Recognizing Depression, Anxiety & Suicide Risk",Digital Workbook,34.6,30.7,Completed,16,3.3,1,6.2,2025-04-24,2025-05-10
60222,University Health Partners,M1,Trauma-Informed Care & Communication,Digital Workbook,28.5,23.5,Completed,18,3.4,2,4.2,2025-05-02,2025-05-20
60222,University Health Partners,M1,De-escalation Micro-Skills for Acute Distress,Gamified Microlearning,55.4,70.0,Completed,2,5.0,2,0.9,2025-01-28,2025-01-30
60222,University Health Partners,M1,Empathic Communication Quick Course,Gamified Microlearning,46.9,62.0,Completed,4,4.2,3,1.9,2025-06-23,2025-06-27
60222,University Health Partners,M1,Intro to Cognitive Behavioral Therapy for Primary Care,Teacher-Led Virtual,39.2,41.9,Completed,10,3.9,2,3.2,2025-03-21,2025-03-31
60222,University Health Partners,M1,Peer Mentorship & Clinical Team Communication,Blended,42.0,,In Progress,,3.9,3,2.0,2025-05-14,
60223,Community Health Institute,M4,Psychiatric Interviewing & Mental Status Examination,Digital Workbook,46.4,55.6,Completed,11,2.7,2,6.0,2025-01-23,2025-02-03
60223,Community Health Institute,M4,"Recognizing Depression, Anxiety & Suicide Risk",Digital Workbook,59.1,64.6,Completed,19,2.9,1,4.8,2025-04-17,2025-05-06
60223,Community Health Institute,M4,Trauma-Informed Care & Communication,Digital Workbook,70.6,73.8,Completed,12,2.8,2,4.8,2025-02-01,2025-02-13
60223,Community Health Institute,M4,De-escalation Micro-Skills for Acute Distress,Gamified Microlearning,58.8,73.1,Completed,2,4.0,1,1.3,2025-02-07,2025-02-09
